,hot_line,ram,screen_size,cpu_speed,hard_disk,cd_rom,cache,color_of_unit,availability,warranty,software,guarantee,price,task
764,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,38
765,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,38
766,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,38
767,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,38
768,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,38
769,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,38
770,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,38
771,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38
772,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,38
773,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,38
774,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,38
775,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,38
776,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,38
777,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,38
778,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,38
779,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,38
780,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,39
781,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,39
782,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,39
783,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,39
784,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,39
785,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,39
786,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,39
787,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,39
788,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,39
789,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,39
790,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,39
791,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39
792,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,39
793,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,39
794,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,39
795,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,39
796,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,39
797,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,39
798,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,39
799,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,39
800,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,40
801,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,40
802,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,40
803,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,40
804,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,40
805,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,40
806,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,40
807,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,40
808,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,40
809,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,40
810,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,40
811,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40
812,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,40
813,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,40
814,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,40
815,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,40
816,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,40
817,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,40
818,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,40
819,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,40
820,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,41
821,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,41
822,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,41
823,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,41
824,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,41
825,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,41
826,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,41
827,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,41
828,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,41
829,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,41
830,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,41
831,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41
832,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,41
833,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,41
834,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,41
835,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,41
836,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,41
837,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,41
838,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,41
839,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,41
840,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,42
841,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,42
842,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,42
843,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,42
844,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,42
845,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,42
846,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,42
847,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,42
848,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,42
849,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,42
850,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,42
851,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42
852,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,42
853,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,42
854,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,42
855,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,42
856,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,42
857,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,42
858,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,42
859,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,42
860,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,43
861,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,43
862,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,43
863,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,43
864,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,43
865,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,43
866,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,43
867,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,43
868,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,43
869,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,43
870,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,43
871,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43
872,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,43
873,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,43
874,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,43
875,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,43
876,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,43
877,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,43
878,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,43
879,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,43
880,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,44
881,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,44
882,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,44
883,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,44
884,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,44
885,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,44
886,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,44
887,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,44
888,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,44
889,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,44
890,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,44
891,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44
892,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,44
893,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,44
894,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,44
895,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,44
896,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,44
897,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,44
898,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,44
899,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,44
900,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,45
901,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,45
902,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,45
903,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,45
904,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,45
905,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,45
906,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,45
907,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,45
908,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,45
909,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,45
910,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,45
911,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45
912,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,45
913,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,45
914,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,45
915,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,45
916,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,45
917,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,45
918,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,45
919,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,45
920,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,46
921,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,46
922,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,46
923,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,46
924,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,46
925,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,46
926,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,46
927,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,46
928,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,46
929,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,46
930,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,46
931,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46
932,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,46
933,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,46
934,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,46
935,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,46
936,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,46
937,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,46
938,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,46
939,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,46
940,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,47
941,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,47
942,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,47
943,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,47
944,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,47
945,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,47
946,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,47
947,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,47
948,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,47
949,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,47
950,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,47
951,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47
952,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,47
953,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,47
954,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,47
955,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,47
956,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,47
957,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,47
958,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,47
959,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,47
960,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,48
961,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,48
962,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,48
963,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,48
964,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,48
965,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,48
966,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,48
967,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,48
968,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,48
969,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,48
970,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,48
971,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48
972,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,48
973,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,48
974,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,48
975,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,48
976,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,48
977,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,48
978,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,48
979,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,48
980,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,49
981,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,49
982,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,49
983,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,49
984,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,49
985,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,49
986,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,49
987,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,49
988,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,49
989,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,49
990,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,49
991,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49
992,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,49
993,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,49
994,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,49
995,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,49
996,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,49
997,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,49
998,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,49
999,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,49
1000,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,50
1001,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,50
1002,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,50
1003,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,50
1004,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,50
1005,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,50
1006,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,50
1007,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,50
1008,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,50
1009,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,50
1010,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,50
1011,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50
1012,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,50
1013,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,50
1014,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,50
1015,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,50
1016,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,50
1017,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,50
1018,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,50
1019,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,50
1020,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,51
1021,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,51
1022,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,51
1023,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,51
1024,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,51
1025,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,51
1026,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,51
1027,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,51
1028,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,51
1029,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,51
1030,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,51
1031,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51
1032,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,51
1033,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,51
1034,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,51
1035,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,51
1036,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,51
1037,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,51
1038,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,51
1039,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,51
1040,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,52
1041,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,52
1042,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,52
1043,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,52
1044,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,52
1045,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,52
1046,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,52
1047,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,52
1048,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,52
1049,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,52
1050,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,52
1051,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52
1052,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,52
1053,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,52
1054,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,52
1055,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,52
1056,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,52
1057,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,52
1058,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,52
1059,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,52
1060,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,53
1061,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,53
1062,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,53
1063,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,53
1064,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,53
1065,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,53
1066,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,53
1067,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,53
1068,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,53
1069,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,53
1070,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,53
1071,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53
1072,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,53
1073,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,53
1074,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,53
1075,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,53
1076,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,53
1077,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,53
1078,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,53
1079,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,53
1080,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,54
1081,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,54
1082,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,54
1083,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,54
1084,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,54
1085,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,54
1086,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,54
1087,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,54
1088,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,54
1089,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,54
1090,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,54
1091,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54
1092,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,54
1093,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,54
1094,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,54
1095,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,54
1096,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,54
1097,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,54
1098,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,54
1099,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,54
1100,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,55
1101,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,55
1102,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,55
1103,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,55
1104,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,55
1105,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,55
1106,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,55
1107,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,55
1108,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,55
1109,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,55
1110,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,55
1111,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55
1112,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,55
1113,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,55
1114,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,55
1115,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,55
1116,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,55
1117,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,55
1118,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,55
1119,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,55
1120,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,56
1121,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,56
1122,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,56
1123,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,56
1124,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,56
1125,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,56
1126,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,56
1127,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,56
1128,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,56
1129,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,56
1130,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,56
1131,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56
1132,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,56
1133,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,56
1134,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,56
1135,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,56
1136,1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,56
1137,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,56
1138,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,56
1139,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,56
1140,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,57
1141,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,57
1142,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,57
